"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",39546,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",40074,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",39386,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",38500,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",38151,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",36604,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",82479,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",82207,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",80648,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",80369,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",82475,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",81667,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",81329,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",81772,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",78808,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",4274,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",4533,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",4719,,
